key,val
satellites.[a][92]Transporter-1,1
onFalcon,1
2018First,1
CRS-116,1
C106onSpaceX,1
OG2,1
orbit.RazakSATonFalcon,1
59,1
2010First,1
spacecraft.SpaceX,1
DragononSpaceX,1
125,1
2012First,1
Station(ISS).[86]Dragon,1
C2+22,1
2015First,1
land.Falcon,1
9B1019onOrbcomm,1
M28,1
spacecraft.[88]Dragon,1
2016First,1
platform.Falcon,1
9B1021onSpaceX,1
CRS-830,1
"reuse,",1
(second),1
stage.[59]Falcon,1
9B1021onSES-1030,1
controlled,1
flyback,1
fairing.[87]SES-103,1
re-flight,1
917,1
mission.,1
(National,1
"funded,",1
9and,1
heavy-liftFalcon,1
Heavyare,1
operational.,1
intolow,1
orbit.,1
"2009,",1
successfully.[96]It,1
functioned,1
test-bed,1
components,1
9.[96]The,1
9is,1
small-liftFalcon,1
anmedium-lift,1
"22,800",1
"(50,265",1
competing,1
theDelta,1
IVand,1
theAtlas,1
"Vrockets,",1
well,1
providers,1
world.,1
nineMerlinengines,1
medium-liftFalcon,1
vehicles.SpaceX,1
previously,1
li{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output,1
boosters.)[93]GPS,1
III-05onFalcon,1
B106216,1
all-private,1
crew.[94][95]Inspiration4.mw-parser-output,1
.reflist{font-size:90%;margin-bottom:0.5em;list-style-type:decimal}.mw-parser-output,1
.reflist,1
.references{font-size:100%;margin-bottom:0;list-style-type:inherit}.mw-parser-output,1
.reflist-columns-2{column-width:30em}.mw-parser-output,1
.reflist-columns-3{column-width:25em}.mw-parser-output,1
.reflist-columns{margin-top:0.3em}.mw-parser-output,1
ol{margin-top:0}.mw-parser-output,1
.reflist-upper-alpha{list-style-type:upper-alpha}.mw-parser-output,1
utilized,1
.reflist-upper-roman{list-style-type:upper-roman}.mw-parser-output,1
.reflist-lower-alpha{list-style-type:lower-alpha}.mw-parser-output,1
.reflist-lower-greek{list-style-type:lower-greek}.mw-parser-output,1
.reflist-lower-roman{list-style-type:lower-roman}^Excluding,1
passive,1
objects,1
ofProject,1
FordHardwareLaunch,1
vehiclesMain,1
vehiclesThe,1
5first,1
–VTVLtechnologies,1
active,1
million.[41]SpaceX's,1
investing,1
0.8em;font-size:145%;line-height:1.2em}.mw-parser-output,1
"Morty""RelatedBoring",1
TunnelCriticism,1
TeslaMaye,1
MuskHyperloopTesla,1
spaceTSLAQ.mw-parser-output,1
.navbar{display:inline;font-size:88%;font-weight:normal}.mw-parser-output,1
.navbar-collapse{float:left;text-align:left}.mw-parser-output,1
.navbar-boxtext{word-spacing:0}.mw-parser-output,1
ul{display:inline-block;white-space:nowrap;line-height:inherit}.mw-parser-output,1
".navbar-brackets::before{margin-right:-0.125em;content:""[",1
"""}.mw-parser-output",1
".navbar-brackets::after{margin-left:-0.125em;content:""",1
"]""}.mw-parser-output",1
li{word-spacing:-0.125em}.mw-parser-output,1
.navbar-mini,1
abbr{font-variant:small-caps;border-bottom:none;text-decoration:none;cursor:inherit}.mw-parser-output,1
.navbar-ct-full{font-size:114%;margin:0,1
7em}.mw-parser-output,1
.navbar-ct-mini{font-size:114%;margin:0,1
4em}.mw-parser-output,1
.infobox,1
.navbar{font-size:100%}.mw-parser-output,1
.navbox,1
.navbar{display:block;font-size:100%}.mw-parser-output,1
.navbox-title,1
.navbar{float:left;text-align:left;margin-right:0.5em}vteSpace,1
Corp.(SpaceX),1
"Earth""""One",1
"Only""""The",1
"Play""Members",1
.sidebar-list-title{padding:0,1
.sidebar-image{padding:0.2em,1
.sidebar-heading{padding:0.1em,1
.sidebar-content{padding:0,1
0.5em,1
.sidebar-content-with-subgroup{padding:0.1em,1
0.2em}.mw-parser-output,1
.sidebar-below{padding:0.3em,1
0.8em;font-weight:bold}.mw-parser-output,1
.sidebar-below{border-top:1px,1
#aaa;border-bottom:1px,1
#aaa}.mw-parser-output,1
.sidebar-navbar{text-align:right;font-size:115%;padding:0,1
0.4em;text-align:left;font-weight:bold;line-height:1.6em;font-size:105%}.mw-parser-output,1
MuskLudicrousPower,1
.sidebar-list-title-c{padding:0,1
0.4em;text-align:center;margin:0,1
3.3em}@media(max-width:720px){body.mediawiki,1
.sidebar{width:100%!important;clear:both;float:none!important;margin-left:0!important;margin-right:0!important}}This,1
ofa,1
aboutElon,1
MuskAwards,1
"honorsViewsCompaniesZip2X.comPayPalSpaceXTesla,",1
Inc.Tesla,1
EnergyOpenAINeuralinkThe,1
CompanyIn,1
popular,1
Americanaerospace,1
"manufacturer,space",1
transportationservices,1
"debut,",1
rocketsover,1
times.SpaceX,1
megaconstellation,1
launched.,1
"developingStarship,",1
"funded,fully",1
"reusable,super",1
systemforinterplanetary,1
spaceflight.,1
"operational,",1
supplanting,1
fleet.,1
scheduled,1
2020).,1
2020s.Contents1History1.12001–2004:,1
Founding1.22005–2009:,1
launches1.32010–2012:,1
contracts1.42013–2015:,1
growth1.52015–2017:,1
milestones1.62017–2018:,1
provider1.72019–present:,1
launches1.8Summary,1
achievements2Hardware2.1Launch,1
vehicles2.2Rocket,1
engines2.3Dragon,1
spacecraft2.4Autonomous,1
reflown,1
Demo-2in,1
andcommunicationscorporation,1
fundedliquid-propellant,1
founded,1
2002,1
byElon,1
Muskwith,1
enable,1
thecolonization,1
Mars.,1
Heavylaunch,1
"vehicles,several",1
"engines,Dragoncargo,",1
andStarlinkcommunications,1
satellites.SpaceX's,1
rocketto,1
Station(SpaceX,1
1in,1
"2008),",1
(Dragonin,1
"2010),",1
(Dragon,1
"2012),",1
firstvertical,1
take-off,1
propulsive,1
landingfor,1
"2015),",1
"2017),",1
.sidebar-title-with-pretitle{padding:0.1em,1
.sidebar-title-with-pretitle{padding:0.2em,1
$200,1
".sidebar-title,.mw-parser-output",1
"companies"",""Science",1
"Angeles"",""Spacecraft",1
"manufacturers"",""Technology",1
"Angeles"",""Technology",1
"2002""],""wgPageContentLanguage"":""en"",""wgPageContentModel"":""wikitext"",""wgRelevantPageName"":""SpaceX"",""wgRelevantArticleId"":832774,""wgIsProbablyEditable"":!1,""wgRelevantPageIsProbablyEditable"":!1,""wgRestrictionEdit"":[""autoconfirmed""],""wgRestrictionMove"":[],""wgFlaggedRevsParams"":{""tags"":{""status"":{""levels"":-1}}},""wgMediaViewerOnClick"":!0,""wgMediaViewerEnabledByDefault"":!0,""wgPopupsFlags"":10,""wgVisualEditor"":{""pageLanguageCode"":""en"",""pageLanguageDir"":""ltr"",""pageVariantFallbacks"":""en""},""wgMFDisplayWikibaseDescriptions"":{""search"":!0,""nearby"":!0,""watchlist"":!0,""tagline"":!1},",1
"""wgWMESchemaEditAttemptStepOversample"":!1,""wgULSCurrentAutonym"":""English"",""wgNoticeProject"":""wikipedia"",""wgCoordinates"":{""lat"":33.9207,""lon"":-118.3278},""wgEditSubmitButtonLabelPublish"":!0,""wgULSPosition"":""interlanguage"",""wgULSisCompactLinksEnabled"":!0,""wgGENewcomerTasksGuidanceEnabled"":!0,""wgGEAskQuestionEnabled"":!1,""wgGELinkRecommendationsFrontendEnabled"":!1,""wgCentralAuthMobileDomain"":!1,""wgWikibaseItemId"":""Q193701""};RLSTATE={""ext.globalCssJs.user.styles"":""ready"",""site.styles"":""ready"",""noscript"":""ready"",""user.styles"":""ready"",""ext.globalCssJs.user"":""ready"",""user"":""ready"",""user.options"":""loading"",""ext.cite.styles"":""ready"",""ext.tmh.thumbnail.styles"":""ready"",""skins.vector.styles.legacy"":""ready"",""jquery.tablesorter.styles"":""ready"",""jquery.makeCollapsible.styles"":""ready"",""ext.visualEditor.desktopArticleTarget.noscript"":""ready"",""ext.uls.interlanguage"":""ready"",""ext.wikimediaBadges"":""ready"",""wikibase.client.init"":""ready""};RLPAGEMODULES=[""ext.cite.ux-enhancements"",",1
"""mw.MediaWikiPlayer.loader"",""mw.PopUpMediaTransform"",""mw.TMHGalleryHook.js"",""site"",""mediawiki.page.ready"",""jquery.tablesorter"",""jquery.makeCollapsible"",""mediawiki.toc"",""skins.vector.legacy.js"",""ext.gadget.ReferenceTooltips"",""ext.gadget.charinsert"",""ext.gadget.extra-toolbar-buttons"",""ext.gadget.refToolbar"",""ext.gadget.switcher"",""mmv.head"",""mmv.bootstrap.autostart"",""ext.popups"",""ext.visualEditor.desktopArticleTarget.init"",""ext.visualEditor.targetLoader"",""ext.eventLogging"",""ext.wikimediaEvents"",""ext.navigationTiming"",""ext.uls.compactlinks"",""ext.uls.interface"",""ext.cx.eventlogging.campaigns"",""ext.centralNotice.geoIP"",""ext.centralNotice.startUp"",""ext.centralauth.centralautologin"",""ext.growthExperiments.SuggestedEditSession""];(RLQ=window.RLQ||[]).push(function(){mw.loader.implement(""user.options@1hzgi"",function($,jQuery,require,module){/*@nomin*/mw.user.tokens.set({""patrolToken"":""+\\"",""watchToken"":""+\\"",""csrfToken"":""+\\""});",1
});});SpaceXFrom,1
"Wikipedia,",1
encyclopediaJump,1
navigationJump,1
searchAmerican,1
company.mw-parser-output,1
.hatnote{font-style:italic}.mw-parser-output,1
div.hatnote{padding-left:1.6em;margin-bottom:0.5em}.mw-parser-output,1
.hatnote,1
i{font-style:normal}.mw-parser-output,1
.hatnote+link+.hatnote{margin-top:-0.5em}This,1
manufacturer.,1
British,1
art,1
"gallery,",1
seeSpacex,1
(art,1
"gallery).""Space",1
"Technologies""",1
redirects,1
"2002"",""Private",1
"Angeles"",""Manufacturing",1
"California"",""Hyperloop"",""Manufacturing",1
"English"",""Use",1
"Wikipediadocument.documentElement.className=""client-js"";RLCONF={""wgBreakFrames"":!1,""wgSeparatorTransformTable"":["""",""""],""wgDigitTransformTable"":["""",""""],""wgDefaultDateFormat"":""dmy"",""wgMonthNames"":["""",""January"",""February"",""March"",""April"",""May"",""June"",""July"",""August"",""September"",""October"",""November"",""December""],""wgRequestId"":""03a4481f-e972-43c7-be1d-8e921b87a8c3"",""wgCSPNonce"":!1,""wgCanonicalNamespace"":"""",""wgCanonicalSpecialPageName"":!1,""wgNamespaceNumber"":0,""wgPageName"":""SpaceX"",""wgTitle"":""SpaceX"",""wgCurRevisionId"":1047153967,""wgRevisionId"":1047153967,""wgArticleId"":832774,""wgIsArticle"":!0,""wgIsRedirect"":!1,""wgAction"":""view"",""wgUserName"":null,""wgUserGroups"":[""*""],""wgCategories"":[""Webarchive",1
"links"",""Wikipedia",1
"template"",""All",1
"links"",""Articles",1
"2021"",""Articles",1
"links"",""CS1",1
"unknown"",",1
"""Articles",1
"description"",""Short",1
"Wikidata"",""Wikipedia",1
"vandalism"",""Use",1
"2019"",""All",1
"2020"",""Coordinates",1
"Musk"",""Hawthorne,",1
"Wikidata"",""Pages",1
"name"",""Articles",1
"2012"",""All",1
"statements"",""Commons",1
"Wikidata"",""Articles",1
"clips"",""SpaceX"",""2002",1
"California"",""Aerospace",1
"States"",""American",1
"2002"",""Commercial",1
"providers"",",1
"""Companies",1
"California"",""Elon",1
here.,1
general,1
"topics,",1
1em;background:#f8f9fa;border:1px,1
"launch,satellite",1
internetRevenueUS$2,1
(2018)[4]OwnerElon,1
Trust(54%,1
equity;,1
78%,1
voting,1
control)[5]Number,1
employeesOver,1
"9,500[6](February",1
2021)Websitewww.spacex.com.mw-parser-output,1
.sidebar{width:22em;float:right;clear:right;margin:0.5em,1
#aaa;padding:0.2em;text-align:center;line-height:1.4em;font-size:88%;border-collapse:collapse;display:table}body.skin-minerva,1
development)StarlinkASDS,1
.sidebar{display:table!important;float:right!important;margin:0.5em,1
1em!important}.mw-parser-output,1
.sidebar-subgroup{width:100%;margin:0;border-spacing:0}.mw-parser-output,1
.sidebar-left{float:left;clear:left;margin:0.5em,1
.sidebar-none{float:none;clear:both;margin:0.5em,1
.sidebar-outer-title{padding:0,1
0.2em;font-size:125%;line-height:1.2em;font-weight:bold}.mw-parser-output,1
.sidebar-top-image{padding:0.4em}.mw-parser-output,1
".sidebar-top-caption,.mw-parser-output",1
".sidebar-pretitle-with-top-image,.mw-parser-output",1
.sidebar-caption{padding:0.2em,1
.sidebar-pretitle{padding:0.4em,1
platformsServicesOrbitalrocket,1
capsulesStarship(in,1
seeSpace,1
States.mw-parser-output,1
explorationandSpace,1
technology.Space,1
Corp.Headquarters,1
2017;,1
plumes,1
visible,1
overheadTrade,1
"nameSpaceXTypePrivateIndustryAerospace,CommunicationsFounded6",1
2002;,1
ago(2002-05-06)[1]FounderElon,1
"MuskHeadquartersHawthorne,",1
"California,United",1
".geo-default,.mw-parser-output",1
enginesDragon,1
".geo-dms,.mw-parser-output",1
.geo-dec{display:inline}.mw-parser-output,1
".geo-nondefault,.mw-parser-output",1
.geo-multi-punct{display:none}.mw-parser-output,1
".longitude,.mw-parser-output",1
.latitude{white-space:nowrap}33°55′15″N118°19′40″W﻿,1
-118.3278Coordinates:33°55′15″N118°19′40″W﻿,1
-118.3278Key,1
"Musk(CEOandCTO,",1
2002–present)[2]Gwynne,1
Shotwell(PresidentandCOO)[3]ProductsSeveral,1
vehiclesSeveral,1
ships2.5Starship2.6Starlink2.6.1Controversies2.7Other,1
"projects3Facilities3.1Headquarters,",1
facilities3.2Development,1
facilities3.3Launch,1
"successful,",1
fifth,1
"total,",1
launchin,1
2009;,1
9.[27]Gwynne,1
Shotwellwas,1
promoted,1
president,1
role,1
negotiating,1
NASA.[28]2010–2012:,1
contractsPlay,1
mediaVideo,1
9Dragon,1
missionCOTS-1SpaceX,1
follow,1
light,1
intermediate,1
5.[29]SpaceX,1
proceed,1
heavier,1
accelerated,1
"byNASA,",1
committed,1
specific,1
demonstrated.,1
itssecond,1
"enabled,",1
operations,1
turn,1
failures,1
cover,1
"launches;Tesla,SolarCity,",1
bankrupt,1
well;[24]Musk,1
"""waking",1
"nightmares,",1
screaming,1
physical,1
"pain""",1
"stress.[25]However,",1
things,1
shortly,1
factors,1
withthe,1
fourth,1
attempton,1
split,1
remaining,1
$30,1
firstCommercial,1
(CRS)contract,1
"December,",1
financially,1
saving,1
company.[26]Based,1
seed,1
money,1
2006.[30]The,1
shares,1
system.,1
includes,1
numerous,1
technical,1
certification,1
"milestones,",1
certification.[34]In,1
two-thirds,1
stock,1
owned,1
Musk[35]and,1
70,1
US$875,1
detailed,1
onprivate,1
"markets,[36]valuing",1
US$1.3,1
billion.[37]In,1
C2+launch,1
Station.[38]After,1
doubled,1
US$2.4,1
US$20/share.[39][40]By,1
operation.,1
"this,",1
provided,1
entire,1
producing,1
overall,1
"orbits,",1
award,1
US$278,1
Dragon.[30]As,1
Spacecraft,1
Qualification,1
"Unit,",1
mockup,1
spacecraft.The,1
aboardCOTS,1
9's,1
safely,1
toEarthafter,1
completing,1
objective,1
objectives.[31]By,1
months.[32]In,1
second-roundCommercial,1
Development(CCDev),1
US$75,1
integratedlaunch,1
systemfor,1
preparation,1
human-rating,1
ISS.[33]In,1
fixed-priceSpace,1
Agreement(SAA),1
failures.,1
byDARPA.[17][22][23]The,1
evaluates,1
price.[10][11]On,1
"traveled""",1
regain,1
interest,1
exploration,1
increaseNASA's,1
budget.[7][8][9]Musk,1
tried,1
cheap,1
fromRussiabut,1
empty-handed,1
failing,1
find,1
home,1
farthest,1
realized,1
start,1
needed.[11]By,1
applyingvertical,1
"integration,[10]using",1
cheapcommercial,1
off-the-shelfcomponents,1
"possible,[11]and",1
adopting,1
modular,1
approach,1
modern,1
life's,1
"""the",1
"engineering,",1
also8References9Further,1
facilities3.3.1Cape,1
Station3.3.2Vandenberg,1
Base3.3.3Kennedy,1
Center3.3.4Boca,1
Texas3.4Satellite,1
facility4Contracts4.1NASA4.1.1COTS4.1.2Commercial,1
cargo4.1.3Commercial,1
crew4.2National,1
defense4.3Space,1
tourism5Launch,1
pressure6Board,1
directors7See,1
reading10External,1
Mars.[7][8][9]He,1
linksHistoryMain,1
article:History,1
SpaceXSee,1
also:List,1
launches2001–2004:,1
FoundingIn,1
"2001,Elon",1
MuskconceptualizedMars,1
"Oasis,",1
miniature,1
experimentalgreenhouseand,1
growplantson,1
software,1
believed,1
Defenseunder,1
funding.[16][17]The,1
reliability,1
access,1
"tospace,",1
ultimately,1
factor,1
ten.[15]2005–2009:,1
launchesMain,1
article:Falcon,1
1The,1
successfulFalcon,1
1launch,1
2008SpaceX,1
expendable,1
goals,1
two-stage-to-orbitsmall-lift,1
US$90,1
million[18]to,1
million.[19]In,1
pursue,1
"decade,",1
later,1
spacecraft.[20]In,1
"2006,",1
selected,1
theCOTS,1
program.[21]The,1
improve,1
job.[14]Musk,1
significantly,1
"Segundo,",1
price.[11]In,1
staff,1
approached,1
engineerTom,1
Mueller(later,1
"propulsion),",1
partner.,1
Mueller,1
agreed,1
born.[12]SpaceX,1
warehouse,1
inEl,1
160,1
"hire,",1
employees.[13]Musk,1
interviewed,1
far,1
convincingLarry,1
Pageto,1
aGoogleemployee,1
fromSan,1
FranciscotoLos,1
Angelesso,1
employee's,1
"spouse,",1
potential,1
kN,1
"(16,000",1
thrust.,1
"two,",1
astronautAkihiko,1
"Hoshide,",1
andESAastronautThomas,1
Pesquet.[204]TheCrew-2mission,1
2021.[205]National,1
defenseLaunch,1
theSTP-2mission,1
2019In,1
anIndefinite,1
Delivery/Indefinite,1
Quantity(IDIQ),1
allowing,1
Forceto,1
company.[206]In,1
"2008,NASAannounced",1
IDIQ,1
"billion,",1
depending,1
awarded.,1
covers,1
ordered,1
2012.[207]Musk,1
announcement,1
sold,1
variousFalconvehicles.[207]In,1
Defense(DoD).,1
ForceSpace,1
JAXA,1
"McArthur,",1
Megan,1
BehnkenandDoug,1
station.[196]SpaceX,1
aPad,1
"Test,",1
2015.[197]In,1
NASA.[198]In,1
splashed,1
Ocean.[199]In,1
anin-flight,1
simulated,1
scenario.[200]On,1
Demo-2mission,1
astronautsBob,1
"Hurley,",1
KimbroughandK.,1
theISS.[201]TheCrew-1mission,1
Stationon,1
withNASAastronautsMichael,1
"Hopkins,Victor",1
GloverandShannon,1
Walkeralong,1
withJAXAastronautSoichi,1
"Noguchi,[202]all",1
-,1
64crew.[203]On,1
"2021,Crew-2was",1
astronautsShane,1
Centerawarded,1
EELV-class,1
missions:Deep,1
handle,1
2017.[214]In,1
US$297,1
slated,1
FY,1
2021.[215]On,1
theU.S.,1
Forceawarded,1
(NSSL),1
5–7,1
years.,1
US$316,1
launch.,1
military's,1
Office(NRO),1
requirements,1
period.[216]Space,1
tourismInspiration4was,1
ahuman,1
spaceflightmission,1
ofShift4,1
PaymentsCEOJared,1
Isaacman.,1
DragonResilienceon,1
FloridaKennedy,1
Center'sLaunch,1
39Aatop,1
taking,1
Reconnaissance,1
Climate,1
byUnited,1
Observatory(DSCOVR),1
andSpace,1
2(STP-2).,1
DSCOVR,1
STP-2,1
Heavyon,1
2019.[208]In,1
v1.1was,1
forNational,1
"Launch(NSSL),",1
allows,1
security.[101]This,1
payloads.[209]In,1
U.S.National,1
2ndGPS,1
3satellite,1
US$82.7,1
million.[210]This,1
similar,1
previous,1
missions.[211]SpaceX,1
3rd,1
2020.[212]In,1
US$290,1
III,1
satellites.[213]In,1
"six,",1
requires,1
entering,1
"certification,",1
"alone,",1
represents,1
contract.[64]NASACOTSMain,1
ServicesThe,1
byCanadarm2.In,1
NASACommercial,1
demonstrate,1
"Station(ISS),",1
possible,1
transport.[181]Through,1
"""seed",1
"money""",1
Agreements,1
"capabilities,",1
paid,1
US$396,1
self-invested,1
US$500,1
vehicle.[182]TheseSpace,1
Agreementshave,1
shown,1
saved,1
millions,1
dollars,1
"costs,",1
~4–10,1
cheaper,1
payloads.,1
(EELV),1
Vehicle-class,1
County),1
"30,000",1
"(2,800",1
Washington.,1
Redmond,1
"40,625",1
"(3,774.2",1
laboratory,1
satellites.[178]In,1
(740,1
creative,1
"inIrvine,",1
California(Orange,1
communications.[179][180]ContractsFurther,1
Expendable,1
information,1
launches:Falcon,1
§,1
"manifest,List",1
andList,1
flightsSpaceX,1
actual,1
fromNASAfor,1
developed.,1
forU.S.,1
militarylaunches,1
ofEvolved,1
produced,1
alone.[183]In,1
"1mission,",1
responsible,1
phaseof,1
awardees.,1
upgradedDragon,1
2spacecraft.[190][191]In,1
XLspacecraft,1
theLunar,1
station.,1
Heavy.[192]Commercial,1
crewMain,1
DevelopmentCrew,1
undergoing,1
flightSpaceX,1
(CCDev),1
andDragonwas,1
"2011,[193][194]followed",1
itsDragon,1
2spacecraft.[195]In,1
chose,1
Boeing,1
systems,1
ISS.[196]SpaceX,1
US$2.6,1
certify,1
aboard.,1
Once,1
achieves,1
Asecond,1
departed,1
spacecraft.[184]Dragon,1
2016.[186]SpaceX,1
duringSpaceX,1
2in,1
aprivate,1
spacecraft.[185]Commercial,1
cargoMain,1
articles:Commercial,1
ServicesandGateway,1
Services(CRS),1
spacecraft.,1
US$1.6,1
covering,1
deliveries,1
"CRS-1,",1
"CRS-20,",1
"days,",1
beforere-entering,1
atmosphereand,1
splashing,1
Pacific,1
Ocean.[187]CRS,1
twice,1
then.,1
ordering,1
twenty,1
ISS.[188][186][189]The,1
"mission,SpaceX",1
placed,1
Dragoncapsuleintolow,1
theResiliencesplashed,1
Ocean.,1
"a{background:linear-gradient(transparent,transparent),url(""//upload.wikimedia.org/wikipedia/commons/a/aa/Lock-red-alt-2.svg"")right",1
".cs1-subscription,.mw-parser-output",1
.cs1-registration{color:#555}.mw-parser-output,1
.cs1-subscription,1
"span,.mw-parser-output",1
.cs1-registration,1
span{border-bottom:1px,1
dotted;cursor:help}.mw-parser-output,1
.cs1-ws-icon,1
"a{background:linear-gradient(transparent,transparent),url(""//upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg"")right",1
center/12px,1
code.cs1-code{color:inherit;background:inherit;border:none;padding:inherit}.mw-parser-output,1
.cs1-hidden-error{display:none;font-size:100%}.mw-parser-output,1
.cs1-visible-error{font-size:100%}.mw-parser-output,1
.cs1-maint{display:none;color:#33aa33;margin-left:0.3em}.mw-parser-output,1
.cs1-format{font-size:95%}.mw-parser-output,1
".cs1-kern-left,.mw-parser-output",1
.cs1-kern-wl-left{padding-left:0.2em}.mw-parser-output,1
".cs1-kern-right,.mw-parser-output",1
.cs1-kern-wl-right{padding-right:0.2em}.mw-parser-output,1
".mw-selflink{font-weight:inherit}""California",1
Search,1
(C2414622,1
"Corp)"".",1
Secretary,1
State.Archivedfrom,1
"May2018.^""Who",1
.cs1-lock-subscription,1
.id-lock-subscription,1
"a{background:linear-gradient(transparent,transparent),url(""//upload.wikimedia.org/wikipedia/commons/d/d6/Lock-gray-alt-2.svg"")right",1
alsoBlue,1
Ventures,1
fund[232]2010[233]Antonio,1
GraciasCEO,1
Investment,1
Valor,1
Equity,1
Partners[234]2015[235]Donald,1
HarrisonPresident,1
partnerships,1
corporate,1
"development,",1
Google[236]See,1
OriginHuman,1
.cs1-lock-registration,1
MarsList,1
spacecraftSpace,1
colonizationVirgin,1
GalacticReferences^.mw-parser-output,1
cite.citation{font-style:inherit}.mw-parser-output,1
"q{quotes:""\""""""\""""""'""""'""}.mw-parser-output",1
.id-lock-free,1
.cs1-lock-free,1
"a{background:linear-gradient(transparent,transparent),url(""//upload.wikimedia.org/wikipedia/commons/6/65/Lock-green.svg"")right",1
.id-lock-limited,1
.id-lock-registration,1
.cs1-lock-limited,1
big?,1
Business|,1
Economy,1
"Equation?"".",1
"Foundation"".",1
Foundation.,1
March2017.^abElon,1
"2009).""Risky",1
"Business"".",1
IEEE,1
Spectrum.Archivedfrom,1
March2017.^abcdAndrew,1
Chaikin,1
(January,1
"2012).""Is",1
Changing,1
Smithsonian.,1
"2001).""Elon",1
March2017.^abcdAshlee,1
Vance,1
killed,1
"Tesla"".Bloomberg.com.",1
"2009).""Behind",1
Scenes,1
Ambitious,1
"Makers"".",1
March2017.^Podcast:,1
Prospects,1
LauncherArchivedJune,1
"10,",1
Life,1
McKnight,1
German,1
cnbc.com.,1
perspective,1
DW,1
"27.05.2020"".Archivedfrom",1
"May2020.^""Gwynne",1
Shotwell:,1
Profile,1
"Biography"".",1
"revenue,",1
$2,1
"year,",1
Jefferies,1
"estimates"".",1
May2019.^Fred,1
Carter,1
Lambert,1
stake,1
actually,1
"shares"".Archivedfrom",1
Response,1
DOJ,1
Hiring,1
"Subpoena"".Archivedfrom",1
June2021.^abMiles,1
O'Brien,1
"Unedited"".",1
March2017.^abJohn,1
"JurvetsonCo-founder,",1
PayPal[231]2009[229]Steve,1
"NosekCo-founder,",1
andInternational,1
especially,1
forcommunication,1
satellitesflying,1
togeostationary,1
"orbit(GTO),",1
pressure,1
competitors,1
prices.[10]Prior,1
"2013,",1
comsat,1
byArianespace(flying,1
5),1
Services(flying,1
competitionSpaceX's,1
theProton).[218]With,1
published,1
US$56.5,1
cheapest,1
industry.[219]European,1
operators,1
pushing,1
theEuropean,1
Agency(ESA),1
reduce,1
prices,1
5and,1
"prices,",1
article:Space,1
6rockets,1
sinceSTS-103in,1
spaceflightwith,1
citizens,1
charitable,1
effort,1
ofSt.,1
Jude,1
Children's,1
"HospitalinMemphis,",1
Tennessee.,1
585,1
(364,1
"mi),",1
1999,1
pressureMain,1
fifth-highest,1
human,1
overall.,1
received,1
lessons,1
"mechanics,",1
operating,1
microgravity,1
"environment,",1
stress,1
emergency-preparedness,1
simulations.[217]Launch,1
futureAriane,1
SpaceX.[220]In,1
SpaceX[230]2009[229]Luke,1
directorsas,1
contracting,1
"processes,",1
more.[183]In,1
administratorJim,1
Bridenstineremarked,1
thanks,1
investments,1
70%,1
"market,",1
improvement,1
country.[224]Board,1
directorsSpaceXboard,1
2021[225]Joined,1
agency,1
BoardNameTitles2002[226]Elon,1
"MuskFounder,",1
"Chairman,",1
SpaceX;,1
"CEO,Product",1
"Architect,",1
ofTesla;,1
ofSolarCity[226]2002[227]Kimbal,1
MuskBoard,1
"member,",1
Tesla[228]2009[229]Gwynne,1
ShotwellPresident,1
US$4,1
US$390,1
booked,1
half.[222][223]Congressional,1
RussianProtonrocket.[43]SpaceX,1
compete,1
anticipating,1
slump,1
"domestic,",1
"military,",1
spy,1
go,1
unless,1
orders.[221]To,1
"end,",1
processes,1
testimony,1
"numbers,",1
suggested,1
NASASpace,1
Agreementprocess,1
"""setting",1
high-level,1
requirement,1
[while],1
details,1
"industry""",1
substantially,1
According,1
independently,1
business.,1
information:StarlinkIn,1
Initial,1
super-heavy,1
decreasing,1
passengerYusaku,1
Maezawahas,1
tofly,1
Moonin,1
2023.[130]The,1
vision,1
humancolonization,1
Mars.[131][132][133]StarlinkMain,1
article:Starlink60,1
stacked,1
together,1
deployment.Starlink,1
cross-linkedcommunications,1
satellitesin,1
Owned,1
increase,1
profitability,1
cash,1
"flow,",1
buildits,1
colony.[134]Development,1
prototypetest-flightsatellites,1
SpaceXPaz,1
satellitemission,1
9.[135]By,1
1737,1
drastically,1
performance,1
improving,1
uses.,1
comprises,1
called,1
supersede,1
hardware,1
2020s.[127][128]SpaceX,1
initially,1
envisioned,1
12-meter-diameter,1
ITS,1
concept,1
solely,1
transit,1
articulated,1
aims,1
smaller,1
9-meter-diameter,1
replace,1
"Earth-orbit,",1
"lunar-orbit,",1
"potentially,",1
intercontinental,1
markedly,1
structure.[129]In,1
stainless,1
ofcarbon,1
"fiberconstruction,",1
satellites.[136]Initial,1
2020.[137]In,1
filed,1
orbit.[147][148]However,1
scientific,1
observations.[145]In,1
"response,",1
implemented,1
upgrades,1
operation.[146]The,1
employed,1
creates,1
dangers,1
ofspace,1
debriscollisionsresulting,1
thousands,1
equipped,1
wavelengths,1
krypton-fueledHall,1
thrusterswhich,1
tode-orbitat,1
life.,1
avoid,1
collisions,1
uplinked,1
tracking,1
data.[149]Other,1
projectsMain,1
article:Hyperloop,1
pod,1
interfering,1
optical,1
theFederal,1
communicate,1
Commissionplans,1
field,1
"7,518V-bandsatellites",1
non-geosynchronous,1
orbitsto,1
