word,count
"""wgnoticeproject"":""wikipedia"",""wgcoordinates"":{""lat"":33.9207,""lon"":-118.3278},""wgeditsubmitbuttonlabelpublish"":!0,""wgulsposition"":""interlanguage"",""wgulsiscompactlinksenabled"":!0,""wggenewcomertasksguidanceenabled"":!0,""wggeaskquestionenabled"":!1,""wggelinkrecommendationsfrontendenabled"":!1,""wgcentralauthmobiledomain"":!1,""wgwikibaseitemid"":""q193701""};rlstate={""ext.globalcssjs.user.styles"":""ready"",""site.styles"":""ready"",""user.styles"":""ready"",""ext.globalcssjs.user"":""ready"",""user"":""ready"",""user.options"":""loading"",""ext.cite.styles"":""ready"",""ext.tmh.thumbnail.styles"":""ready"",""skins.vector.styles.legacy"":""ready"",""jquery.tablesorter.styles"":""ready"",""jquery.makecollapsible.styles"":""ready"",""ext.visualeditor.desktoparticletarget.noscript"":""ready"",""ext.uls.interlanguage"":""ready"",""ext.wikimediabadges"":""ready"",""wikibase.client.init"":""ready""};rlpagemodules=[""ext.cite.ux-enhancements"",""mw.mediawikiplayer.loader"",""mw.popupmediatransform"",""mw.tmhgalleryhook.js"",""site"",""mediawiki.page.ready"",",1
"""jquery.tablesorter"",""jquery.makecollapsible"",""mediawiki.toc"",""skins.vector.legacy.js"",""ext.gadget.referencetooltips"",""ext.gadget.charinsert"",""ext.gadget.extra-toolbar-buttons"",""ext.gadget.reftoolbar"",""ext.gadget.switcher"",""mmv.head"",""mmv.bootstrap.autostart"",""ext.popups"",""ext.visualeditor.desktoparticletarget.init"",""ext.visualeditor.targetloader"",""ext.eventlogging"",""ext.wikimediaevents"",""ext.navigationtiming"",""ext.uls.compactlinks"",""ext.uls.interface"",""ext.cx.eventlogging.campaigns"",""ext.centralnotice.geoip"",""ext.centralnotice.startup"",""ext.centralauth.centralautologin"",""ext.growthexperiments.suggestededitsession""];(rlq=window.rlq||[]).push(function(){mw.loader.implement(""user.options@1hzgi"",function($,jquery,require,module){/*@nomin*/mw.user.tokens.set({""patroltoken"":""+\\"",""watchtoken"":""+\\"",""csrftoken"":""+\\""});",1
});});spacexfrom,1
encyclopediajump,1
"musk"",",1
navigationjump,1
searchamerican,1
company.mw-parser-output,1
.hatnote{font-style:italic}.mw-parser-output,1
div.hatnote{padding-left:1.6em;margin-bottom:0.5em}.mw-parser-output,1
.hatnote,1
i{font-style:normal}.mw-parser-output,1
.hatnote+link+.hatnote{margin-top:-0.5em}this,1
manufacturer.,1
british,1
art,1
"""hawthorne,",1
"california"",""elon",1
seespacex,1
"vandalism"",""use",1
"wikipediadocument.documentelement.classname=""client-js"";rlconf={""wgbreakframes"":!1,""wgseparatortransformtable"":["""",""""],""wgdigittransformtable"":["""",""""],""wgdefaultdateformat"":""dmy"",""wgmonthnames"":["""",""january"",""february"",""march"",""april"",""may"",""june"",""july"",""august"",""september"",""october"",""november"",""december""],""wgrequestid"":""0998285a-8938-4fb2-9b13-949b9b61720d"",""wgcspnonce"":!1,""wgcanonicalnamespace"":"""",""wgcanonicalspecialpagename"":!1,""wgnamespacenumber"":0,""wgpagename"":""spacex"",""wgtitle"":""spacex"",""wgcurrevisionid"":1049877423,""wgrevisionid"":1049877423,""wgarticleid"":832774,""wgisarticle"":!0,""wgisredirect"":!1,""wgaction"":""view"",""wgusername"":null,""wgusergroups"":[""*""],""wgcategories"":[""webarchive",1
"links"",""source",1
"attribution"",""all",1
"links"",""articles",1
"2021"",""articles",1
"links"",""cs1",1
"unknown"",""cs1",1
"periodical"",""articles",1
"description"",",1
"""short",1
"wikidata"",""wikipedia",1
"2019"",""all",1
"providers"",""companies",1
"english"",""use",1
"2020"",""coordinates",1
"wikidata"",""pages",1
"name"",""articles",1
"2012"",""all",1
"statements"",""commons",1
"wikidata"",""articles",1
"clips"",""spacex"",""2002",1
"california"",""aerospace",1
"states"",""american",1
"2002"",""commercial",1
"gallery,",1
(art,1
.sidebar{display:table!important;float:right!important;margin:0.5em,1
internetrevenueus$2,1
-118.3278coordinates:33°55′15″n118°19′40″w﻿,1
-118.3278key,1
"musk(ceoandcto,",1
2002–present)[2]gwynne,1
shotwell(presidentandcoo)[3]productsseveral,1
vehiclesseveral,1
enginesdragon,1
capsulesstarship(in,1
development)starlinkasds,1
platformsservicesorbitalrocket,1
"launch,satellite",1
(2018)[4]ownerelon,1
".longitude,.mw-parser-output",1
trust(54%,1
equity;,1
78%,1
vote,1
control)[5]number,1
employeesover,1
"9,500[6](february",1
2021)websitewww.spacex.com.mw-parser-output,1
.sidebar{width:22em;float:right;clear:right;margin:0.5em,1
1em;background:#f8f9fa;border:1px,1
#aaa;padding:0.2em;text-align:center;line-height:1.4em;font-size:88%;border-collapse:collapse;display:table}body.skin-minerva,1
.latitude{white-space:nowrap}33°55′15″n118°19′40″w﻿,1
.geo-multi-punct{display:none}.mw-parser-output,1
"gallery).""space",1
2017;,1
"technologies""",1
redirect,1
here.,1
general,1
"topics,",1
seespace,1
explorationandspace,1
technology..mw-parser-output,1
.infobox-subbox{padding:0;border:none;margin:-3px;width:auto;min-width:100%;font-size:100%;clear:none;float:none;background-color:transparent}.mw-parser-output,1
.infobox-3cols-child{margin:auto}space,1
corp.headquarters,1
plume,1
".geo-nondefault,.mw-parser-output",1
visible,1
overheadtrade,1
"namespacextypeprivateindustryaerospace,communicationsfounded6",1
2002;,1
ago(2002-05-06)[1]founderelon,1
"muskheadquartershawthorne,",1
"california,united",1
states.mw-parser-output,1
".geo-default,.mw-parser-output",1
".geo-dms,.mw-parser-output",1
.geo-dec{display:inline}.mw-parser-output,1
"reusable,super",1
spaceflight.,1
objective,1
"operational,",1
"launches;tesla,solarcity,",1
bankrupt,1
well;[24]musk,1
"""waking",1
"nightmares,",1
scream,1
physical,1
"pain""",1
"stress.[25]however,",1
things,1
turn,1
shortly,1
withthe,1
fourth,1
attempton,1
split,1
remain,1
$30,1
firstcommercial,1
(crs)contract,1
"december,",1
financially,1
save,1
company.[26]based,1
operations,1
cover,1
failures,1
failures.,1
us$90,1
factor,1
ten.[15]2005–2009:,1
launchesmain,1
article:falcon,1
1the,1
successfulfalcon,1
1launch,1
2008spacex,1
funding.[16][17]the,1
expendable,1
two-stage-to-orbitsmall-lift,1
million[18]to,1
bydarpa.[17][22][23]the,1
million.[19]in,1
pursue,1
"decade,",1
later,1
spacecraft.[20]in,1
"2006,",1
select,1
thecots,1
program.[21]the,1
defenseunder,1
evaluate,1
"enabled,",1
itssecond,1
"successful,",1
complete,1
us$278,1
dragon.[30]as,1
qualification,1
"unit,",1
mockup,1
spacecraft.the,1
aboardcots,1
9's,1
safely,1
toearthafter,1
"orbits,",1
objectives.[31]by,1
2006.[30]the,1
months.[32]in,1
second-roundcommercial,1
development(ccdev),1
us$75,1
integratedlaunch,1
systemfor,1
preparation,1
human-rating,1
iss.[33]in,1
fixed-pricespace,1
agreement(saa),1
overall,1
money,1
fifth,1
mediavideo,1
"total,",1
launchin,1
2009;,1
9.[27]gwynne,1
shotwellwas,1
promote,1
president,1
role,1
negotiate,1
nasa.[28]2010–2012:,1
contractsplay,1
9dragon,1
seed,1
missioncots-1spacex,1
light,1
intermediate,1
5.[29]spacex,1
proceed,1
heavier,1
accelerate,1
"bynasa,",1
commit,1
specific,1
demonstrated.,1
ultimately,1
"tospace,",1
access,1
foundingin,1
defense4.3space,1
tourism5launch,1
pressure6board,1
directors7see,1
also8references9further,1
reading10external,1
linkshistorymain,1
article:history,1
spacexsee,1
also:list,1
launches2001–2004:,1
"2001,elon",1
cargo4.1.3commercial,1
muskconceptualizedmars,1
"oasis,",1
miniature,1
experimentalgreenhouseand,1
growplantson,1
mars.[7][8][9]he,1
"""the",1
farthest,1
life's,1
"traveled""",1
regain,1
crew4.2national,1
facility4contracts4.1nasa4.1.1cots4.1.2commercial,1
increasenasa's,1
launches1.8summary,1
supplant,1
fleet.,1
"debut,",1
schedule,1
2020s.contents1history1.12001–2004:,1
founding1.22005–2009:,1
launches1.32010–2012:,1
contracts1.42013–2015:,1
growth1.52015–2017:,1
milestones1.62017–2018:,1
provider1.72019–present:,1
achievements2hardware2.1launch,1
texas3.4satellite,1
vehicles2.2rocket,1
engines2.3dragon,1
spacecraft2.4autonomous,1
ships2.5starship2.6starlink2.6.1controversies2.7other,1
"projects3facilities3.1headquarters,",1
facilities3.2development,1
facilities3.3launch,1
facilities3.3.1cape,1
station3.3.2vandenberg,1
base3.3.3kennedy,1
center3.3.4boca,1
interest,1
budget.[7][8][9]musk,1
reliability,1
convincinglarry,1
partner.,1
mueller,1
agree,1
born.[12]spacex,1
warehouse,1
inel,1
"segundo,",1
160,1
employees.[13]musk,1
interview,1
far,1
pageto,1
mueller(later,1
agoogleemployee,1
fromsan,1
franciscotolos,1
angelesso,1
employee's,1
"spouse,",1
potential,1
"hire,",1
job.[14]musk,1
goals,1
improve,1
"propulsion),",1
engineertom,1
try,1
"integration,[10]using",1
cheap,1
fromrussiabut,1
empty-handed,1
fail,1
find,1
price.[10][11]on,1
home,1
realize,1
start,1
needed.[11]by,1
applyingvertical,1
cheapcommercial,1
staff,1
off-the-shelfcomponents,1
"possible,[11]and",1
adopt,1
modular,1
approach,1
modern,1
software,1
"engineering,",1
believe,1
significantly,1
price.[11]in,1
engine.,1
architecture,1
actually,1
3rd,1
aboard.,1
once,1
"certification,",1
require,1
"two,",1
"six,",1
station.[196]spacex,1
apad,1
2015.[197]in,1
nasa.[198]in,1
ocean.[199]in,1
anin-flight,1
simulate,1
-,1
demo-2mission,1
astronautsbob,1
behnkenanddoug,1
"hurley,",1
theiss.[201]thecrew-1mission,1
stationon,1
withnasaastronautsmichael,1
"hopkins,victor",1
gloverandshannon,1
walkeralong,1
withjaxaastronautsoichi,1
us$2.6,1
iss.[196]spacex,1
boeing,1
awardees.,1
ocean.[187]crs,1
twice,1
then.,1
twenty,1
iss.[188][186][189]the,1
"mission,spacex",1
"crs-20,",1
depart,1
anddragonwas,1
asecond,1
phaseof,1
upgradeddragon,1
2spacecraft.[195]in,1
2spacecraft.[190][191]in,1
xlspacecraft,1
thelunar,1
heavy.[192]commercial,1
crewmain,1
developmentcrew,1
flightspacex,1
responsible,1
(ccdev),1
"2011,[193][194]followed",1
itsdragon,1
"noguchi,[202]all",1
theexpedition,1
64crew.[203]on,1
2019.[208]in,1
forcespace,1
centerawarded,1
eelv-class,1
missions:deep,1
climate,1
observatory(dscovr),1
andspace,1
2(stp-2).,1
dscovr,1
stp-2,1
heavyon,1
v1.1was,1
variousfalconvehicles.[207]in,1
fornational,1
"launch(nssl),",1
security.[101]this,1
byunited,1
payloads.[209]in,1
2ndgps,1
3satellite,1
us$82.7,1
million.[210]this,1
similar,1
previous,1
defense(dod).,1
sell,1
"2021,crew-2was",1
thestp-2mission,1
astronautsshane,1
kimbroughandk.,1
megan,1
"mcarthur,",1
jaxa,1
astronautakihiko,1
"hoshide,",1
andesaastronautthomas,1
pesquet.[204]thecrew-2mission,1
2021.[205]national,1
defenselaunch,1
2019in,1
announcement,1
anindefinite,1
delivery/indefinite,1
quantity(idiq),1
forceto,1
company.[206]in,1
"2008,nasaannounced",1
idiq,1
"billion,",1
depend,1
awarded.,1
2012.[207]musk,1
pacific,1
splash,1
atmosphereand,1
"(2,800",1
2014.[176]spacex,1
grind,1
latter,1
half,1
"2015,[177]with",1
firstsuborbitallaunches,1
2019.[158]satellite,1
facilityfurther,1
information:starlinkin,1
business.,1
"30,000",1
washington.,1
2014.[174][175]thefederal,1
redmond,1
"40,625",1
"(3,774.2",1
laboratory,1
satellites.[178]in,1
(740,1
creative,1
"inirvine,",1
california(orange,1
county),1
communications.[179][180]contractsfurther,1
administration(faa),1
texasin,1
launches:falcon,1
forlaunch,1
lease,1
polar,1
"heavy,[169]but",1
cannot,1
neighbor,1
slc-4w,1
convert,1
"boosters,",1
2018.[170]kennedy,1
centeron,1
20-year,1
39a.[171]the,1
2021.[173]spacex,1
pad,1
supportfalcon,1
heavylaunches.,1
itsfirst,1
missionto,1
39a,1
2020.[172]boca,1
texasthe,1
assembly,1
building.main,1
sitespacex,1
information,1
§,1
beforere-entering,1
2in,1
agreementshave,1
show,1
millions,1
dollars,1
"costs,",1
~4–10,1
cheaper,1
alone.[183]in,1
"1mission,",1
spacecraft.[184]dragon,1
duringspacex,1
aprivate,1
us$500,1
spacecraft.[185]commercial,1
cargomain,1
articles:commercial,1
servicesandgateway,1
services(crs),1
spacecraft.,1
us$1.6,1
deliveries,1
2016.[186]spacex,1
"crs-1,",1
"days,",1
vehicle.[182]thesespace,1
self-invested,1
"manifest,list",1
"alone,",1
andlist,1
flightsspacex,1
actual,1
fromnasafor,1
developed.,1
foru.s.,1
militarylaunches,1
ofevolved,1
vehicle-class,1
(eelv),1
payloads.,1
contract.[64]nasacotsmain,1
us$396,1
servicesthe,1
bycanadarm2.in,1
nasacommercial,1
demonstrate,1
"station(iss),",1
possible,1
transport.[181]through,1
"""seed",1
"money""",1
"capabilities,",1
pay,1
missions.[211]spacex,1
2020.[212]in,1
2013.vandenberg,1
us$290,1
shotwellpresident,1
spacex[230]2009[229]luke,1
"nosekco-founder,",1
paypal[231]2009[229]steve,1
"jurvetsonco-founder,",1
venture,1
fund[232]2010[233]antonio,1
graciasceo,1
investment,1
valor,1
partners[234]2015[235]donald,1
harrisonpresident,1
partnerships,1
corporate,1
"development,",1
google[236]see,1
alsoblue,1
originhuman,1
marslist,1
spacecraftspace,1
colonizationvirgin,1
galacticreferences^.mw-parser-output,1
cite.citation{font-style:inherit}.mw-parser-output,1
"q{quotes:""\""""""\""""""'""""'""}.mw-parser-output",1
.id-lock-free,1
tesla[228]2009[229]gwynne,1
"member,",1
muskboard,1
"market,",1
"numbers,",1
us$390,1
agency,1
us$4,1
"processes,",1
more.[183]in,1
administratorjim,1
bridenstineremarked,1
thank,1
investments,1
70%,1
improvement,1
ofsolarcity[226]2002[227]kimbal,1
country.[224]board,1
directorsspacexboard,1
directorsas,1
2021[225]joined,1
boardnametitles2002[226]elon,1
"muskfounder,",1
"chairman,",1
spacex;,1
"ceo,product",1
"architect,",1
oftesla;,1
.cs1-lock-free,1
"a{background:linear-gradient(transparent,transparent),url(""//upload.wikimedia.org/wikipedia/commons/6/65/lock-green.svg"")right",1
.id-lock-limited,1
"may2020.^""gwynne",1
"corp)"".",1
secretary,1
state.archivedfrom,1
"may2018.^""who",1
big?,1
business|,1
economy,1
german,1
perspective,1
dw,1
"27.05.2020"".archivedfrom",1
shotwell:,1
search,1
profile,1
"biography"".",1
"revenue,",1
$2,1
"year,",1
jefferies,1
"estimates"".",1
cnbc.com.,1
may2019.^fred,1
lambert,1
stake,1
(c2414622,1
".mw-selflink{font-weight:inherit}""california",1
.id-lock-registration,1
span{border-bottom:1px,1
.cs1-lock-limited,1
.cs1-lock-registration,1
"a{background:linear-gradient(transparent,transparent),url(""//upload.wikimedia.org/wikipedia/commons/d/d6/lock-gray-alt-2.svg"")right",1
.id-lock-subscription,1
.cs1-lock-subscription,1
"a{background:linear-gradient(transparent,transparent),url(""//upload.wikimedia.org/wikipedia/commons/a/aa/lock-red-alt-2.svg"")right",1
".cs1-subscription,.mw-parser-output",1
.cs1-registration{color:#555}.mw-parser-output,1
.cs1-subscription,1
"span,.mw-parser-output",1
.cs1-registration,1
dotted;cursor:help}.mw-parser-output,1
.cs1-kern-wl-right{padding-right:0.2em}.mw-parser-output,1
.cs1-ws-icon,1
"a{background:linear-gradient(transparent,transparent),url(""//upload.wikimedia.org/wikipedia/commons/4/4c/wikisource-logo.svg"")right",1
center/12px,1
code.cs1-code{color:inherit;background:inherit;border:none;padding:inherit}.mw-parser-output,1
.cs1-hidden-error{display:none;font-size:100%}.mw-parser-output,1
.cs1-visible-error{font-size:100%}.mw-parser-output,1
.cs1-maint{display:none;color:#33aa33;margin-left:0.3em}.mw-parser-output,1
.cs1-format{font-size:95%}.mw-parser-output,1
".cs1-kern-left,.mw-parser-output",1
.cs1-kern-wl-left{padding-left:0.2em}.mw-parser-output,1
".cs1-kern-right,.mw-parser-output",1
independently,1
accord,1
substantially,1
jude,1
floridakennedy,1
center'slaunch,1
39aatop,1
dragoncapsuleintolow,1
theresiliencesplashed,1
ocean.,1
spaceflightwith,1
citizens,1
charitable,1
effort,1
ofst.,1
children's,1
isaacman.,1
"hospitalinmemphis,",1
tennessee.,1
585,1
(364,1
"mi),",1
sincests-103in,1
1999,1
fifth-highest,1
human,1
overall.,1
receive,1
dragonresilienceon,1
paymentsceojared,1
"mechanics,",1
forceawarded,1
iii,1
satellites.[213]in,1
u.s.national,1
reconnaissance,1
office(nro),1
2017.[214]in,1
us$297,1
slat,1
fy,1
2021.[215]on,1
theu.s.,1
(nssl),1
ofshift4,1
5–7,1
years.,1
us$316,1
launch.,1
handle,1
military's,1
requirements,1
period.[216]space,1
tourisminspiration4was,1
ahuman,1
spaceflightmission,1
lessons,1
microgravity,1
"industry""",1
spy,1
agency(esa),1
5and,1
futureariane,1
6rockets,1
spacex.[220]in,1
book,1
russianprotonrocket.[43]spacex,1
anticipate,1
slump,1
"domestic,",1
"military,",1
unless,1
operators,1
orders.[221]to,1
"end,",1
process,1
half.[222][223]congressional,1
testimony,1
nasaspace,1
agreementprocess,1
"""setting",1
high-level,1
requirement,1
[while],1
theeuropean,1
industry.[219]european,1
"environment,",1
"orbit(gto),",1
stress,1
emergency-preparedness,1
simulations.[217]launch,1
pressuremain,1
article:space,1
competitionspacex's,1
"prices,",1
especially,1
forcommunication,1
satellitesflying,1
togeostationary,1
pressure,1
cheapest,1
competitors,1
prices.[10]prior,1
"2013,",1
comsat,1
byarianespace(flying,1
5),1
andinternational,1
services(flying,1
theproton).[218]with,1
publish,1
us$56.5,1
4(slc-4e),1
"ofcassiope,",1
"aturbopump,",1
communicate,1
sea,1
second-generation,1
vehicle:,1
"system,",1
consist,1
purchasedtwo,1
deepwater,1
rigsand,1
refit,1
launches.[126]starshipmain,1
"infrastructure,spacex",1
andstarship,1
historyspacex,1
sn9,1
prototype.spacex,1
super-heavy,1
asstarship.,1
comprise,1
call,1
supersede,1
hardware,1
2020s.[127][128]spacex,1
initially,1
envision,1
12-meter-diameter,1
2020s,1
platforms.,1
introducefloating,1
position,1
inside,1
outside,1
vessel,1
"remotely,",1
present.[122][123]autonomous,1
shipsmain,1
"program,falcon",1
"tests,",1
andautonomous,1
shipanautonomous,1
shipin,1
crs-6.spacex,1
ships(asds).[125]spacex,1
routinely,1
stageof,1
predetermine,1
propulsion,1
systems.[124]when,1
propellent,1
margins,1
"(rtls),",1
platform,1
"ocean,",1
calledautonomous,1
concept,1
solely,1
transit,1
satellites.[136]initial,1
satellitesin,1
profitability,1
cash,1
"flow,",1
buildits,1
colony.[134]development,1
prototypetest-flightsatellites,1
spacexpaz,1
satellitemission,1
9.[135]by,1
1737,1
2020.[137]in,1
deployment.starlink,1
file,1
thefederal,1
commissionplans,1
"7,518v-bandsatellites",1
non-geosynchronous,1
orbitsto,1
services.[138]in,1
sibling,1
"company,spacex",1
"services,",1
license,1
cross-linkedcommunications,1
together,1
uses.,1
ofcarbon,1
articulate,1
smaller,1
9-meter-diameter,1
replace,1
"earth-orbit,",1
"lunar-orbit,",1
"potentially,",1
intercontinental,1
markedly,1
structure.[129]in,1
stainless,1
"fiberconstruction,",1
stack,1
performance,1
drastically,1
passengeryusaku,1
maezawahas,1
tofly,1
moonin,1
2023.[130]the,1
vision,1
humancolonization,1
mars.[131][132][133]starlinkmain,1
article:starlink60,1
months,1
twelve,1
stay,1
kn,1
liquid-propellant,1
"that,",1
"draco,",1
usesmonomethyl,1
hydrazineandnitrogen,1
tetroxidepropellants.,1
eight,1
providelaunch,1
capabilityfor,1
scenario.,1
73,1
"(16,000",1
2spacecraft.[107]superdracois,1
thrust.,1
retropropulsive,1
"however,",1
scrap,1
parachute,1
descent,1
andsplashdownat,1
sea.[113]first,1
subscaleraptordevelopment,1
"mcgregor,",1
texas.raptor,1
hypergolic,1
thedragonanddragon,1
oxygen,1
kestrel's,1
isfed,1
tank,1
pressure.,1
isablatively,1
cooledin,1
chamber,1
"throat,",1
isradiatively,1
cooledon,1
exhaust,1
nozzle.,1
nozzle,1
thrust.[112]they,1
fabricate,1
strengthniobiumalloy.[106][111]draco,1
ahypergolicliquid-propellant,1
utilizesmonomethyl,1
hydrazinefuelandnitrogen,1
tetroxideoxidizer.,1
thruster,1
generate,1
400,1
n,1
(90,1
liquid,1
liquidmethane-fueledfull-flow,1
gateway.,1
plannedlunar,1
2020.[118][75]dragon,1
orbit.[119]on,1
flewthe,1
variant,1
2to,1
flight.,1
renew,1
nasa.[120]on,1
pressurize,1
unpressurized,1
experiment,1
agateway,1
bya,1
services(gls),1
contract.[121]nasa,1
sample,1
collection,1
"materials,",1
spacesuits,1
surface,1
themoon.,1
heavyand,1
"5,000",1
"(11,000",1
flightof,1
without,1
cycleengines,1
2021.[117]dragon,1
in-developmentstarshiplaunch,1
system.[105]development,1
versions,1
test-fired,1
2016.[114]on,1
"itsstarhoppervehicle,",1
tether,1
ground.[115]in,1
thestarhoppervehicle,1
(66,1
ft).[116]spacex,1
spacecraftmain,1
conductedits,1
dragonanddragon,1
2the,1
spacex'screw,1
"dragonspacecraft,",1
developmentprogram.spacex,1
station.,1
thefirst,1
version,1
2010.[31]the,1
generation,1
asdragon,1
"1,000,000fixedsatellite",1
system.[139]thefederal,1
atvandenberg,1
commission(fcc),1
low-altitudevtvlflight,1
9grasshopperv1.0,1
andf9r,1
dev1test,1
2013–2014,1
mcgregor.,1
"sitenearbrownsville,",1
texas.[158]the,1
frombeal,1
"aerospace,",1
stand,1
forfalcon,1
9engine,1
testing.,1
improvements,1
acreage,1
piece,1
farmland.,1
half-acre,1
concrete,1
grasshopper,1
program.[160]as,1
"2012[update],",1
"""18",1
hours,1
"stands,",1
onrocket,1
2012spacex,1
ofvertical,1
"base,lockheed",1
"martin,bae",1
"systems,northrop",1
"grumman,",1
"andaecom,",1
"etc.,",1
pool,1
engineer,1
college,1
graduates.[157]spacex,1
degree,1
integrationin,1
"bunker,",1
engines.[10]spacex,1
itsrocket,1
"engines,rocket",1
"stages,spacecraft,",1
principalavionicsand,1
allsoftwarein-house,1
unusual,1
"nevertheless,",1
"3,000",1
weekly.[159]development,1
facilityspacex,1
"day,",1
days,1
"week""[161]and",1
spacex.[167]the,1
theronald,1
reagan,1
ballistic,1
defense,1
siteonomelek,1
island.[166]cape,1
stationin,1
2007,1
usaf,1
ofcape,1
40(slc-40),1
mainly,1
allfalcon,1
geostationary,1
slc-40,1
formerlaunch,1
13at,1
"canaveral,",1
renamedlanding,1
designate,1
9first-stage,1
landings.[168]vandenberg,1
basespacex,1
coast,1
1launches,1
"retired,",1
next,1
threeorbitallaunch,1
years.[162]in,1
routine,1
(following,1
"mission),",1
"de-fueling,",1
"cleanup,",1
missions.[163]launch,1
side,1
boosters,1
onlz1and,1
lz2.spacex,1
atcape,1
(28.5–51.6°).[165]before,1
"station,vandenberg",1
andkennedy,1
"center,",1
see,1
niche,1
sufficient,1
pad.[164]the,1
highly,1
incline,1
"(66–145°),",1
medium,1
centeratlos,1
force'sspace,1
"laboratory,united",1
pod,1
krypton-fueledhall,1
thrusterswhich,1
tode-orbitat,1
life.,1
avoid,1
collisions,1
uplinked,1
track,1
data.[149]other,1
projectsmain,1
article:hyperloop,1
competitionin,1
orbit.[147][148]however,1
sponsor,1
"ahyperloopcompetition,",1
1.6,1
(0.99,1
mi),1
longsubscaletest,1
competitive,1
events.[150][151]the,1
annual,1
competitions,1
2017.[152][153]in,1
equip,1
thousands,1
doctor,1
"pollution,[142][143][144]with",1
us$900,1
network.,1
35,1
states.[140]on,1
collaborated[141]to,1
customers.controversiesthe,1
ofstarlinksatellites,1
criticize,1
astronomers,1
concern,1
overlight,1
optical,1
debriscollisionsresulting,1
wavelengths,1
interfere,1
scientific,1
observations.[145]in,1
"response,",1
implement,1
operation.[146]the,1
employ,1
create,1
dangers,1
ofspace,1
collaboration,1
academic,1
nasa'sjet,1
"and,",1
2014.spacex,1
thelos,1
angelessuburb,1
"ofhawthorne,",1
three-story,1
bynorthrop,1
corporationto,1
buildboeing,1
"747fuselages,[157]houses",1
"space,",1
"control,",1
facilities.[158]the,1
"ofdelaware.[156]headquarters,",1
area,1
concentrations,1
"headquarters,",1
"facilities,",1
and/or,1
subsidiaries,1
"u.s.,",1
includingboeing/mcdonnell,1
douglasmain,1
"campuses,aerospace",1
"corp.,raytheon,",1
v1.1rocket,1
incorporate,1
"researchers,",1
level,1
participate,1
acovid-19antibody-testing,1
4300,1
volunteer,1
blood-samples,1
apeer-reviewedscientific,1
paper,1
credit,1
coauthors,1
suggest,1
certain,1
antibodies,1
d.c.[64]spacex,1
last,1
protection,1
virus.[154][155]facilitiesthe,1
california.spacex,1
"isheadquarteredinhawthorne,",1
serve,1
plant.,1
development.,1
regional,1
offices,1
"virginia,",1
"company""}(rlq=window.rlq||[]).push(function(){mw.config.set({""wgbackendresponsetime"":130,""wghostname"":""mw1415""});});",1
